Index,Contract_Execution_Date,PMT_No.,Item_No,Sales_Contract_No.,Contract/Spot,Sold_to_Customer_Name,Sold_to_Customer_Code,Customer_Type,Customer_Industry,Grade,Material,Payment_Term,Incoterm,Country,Destination_Port,City_State,Shipping_Condition,Export/Domestic,Cross_Boarder,Plant,RETA,BL_Date,EXCHANGE_RATE,QUANTITY,UOM,Currency,FLOOR_PRICE,NORMALISED_INVOICE_PRICE,REFERENCE_MARKET_PRICE,Price_Premium,PRODUCTBASEPRICE,GRADEALPHA,INVOICEPRICE
307,4/4/2018,QTN-0000016628-2,1,30014466,QUOTATION,TEKNOR APEX ASIA PACIFIC PTE. LTD.,8010006967,End Customer,Mfg-Others,M022X,72000628,ZCBD,DAP,Singapore,SGSIN SINGAPORE,SGSIN SINGAPORE,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,,3.9,22,MT,USD,1250,1307.25247,1283,24.2524699999999,1260,30,1305
308,4/5/2018,QTN-0000016562-1,1,30014480,QUOTATION,PT. INDONESIA SEIA,8010006888,Distributor / Trader,Mfg-Others,LL3840UA,72000617,LC30,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,,3.9,210,MT,USD,1280,1393.78315,1241,152.78315,1290,45,1410
309,9/5/2018,QTN-0000019209-1,1,30016947,QUOTATION,BETAFOAM CORPORATION,8010000645,End Customer,Mfg-Petroleum Prod,C150Y,72000448,LC00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.1,52,MT,USD,1150,1246,1197.5,48.5,1190,15,1250
310,3/9/2018,QTN-0000016107-1,1,30014147,QUOTATION,LOONGSEN PLASTICS (M) SDN BHD,8010001017,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYMK01 MELAKA,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,00:00.0,3.9,22,MT,MYR,4875.00012,5045.47569,5011.50012,33.9755700000005,4953.00013636363,90.8235454545454,5167.50363636363
311,3/20/2018,QTN-0000016134-1,1,30014227,QUOTATION,COMMERCIAL PLASTIC INDUSTRIES,8010000729,Distributor / Trader,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,66,MT,USD,1340,1403.21348,1401.25,1.96347999999989,1360,23.5210909090909,1430.00109090909
312,10/3/2017,QTN-0000013105-1,1,30011658,QUOTATION,MERIT INDUSTRIES SDN BHD,8010001060,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYPR16 KAMUNTING,MYPR16 KAMUNTING,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.2,154,MT,USD,1190,1235.98882,1193,42.98882,1210,23.1327402597402,1267.00274025974
313,12/28/2017,QTN-0000014389-1,1,30012937,QUOTATION,PT. PANCA BUDI PRATAMA,8010001230,End Customer,Mfg-Petroleum Prod,C150Y,72000448,TT60,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.15,289,MT,USD,1200,1285.49029,1273.75,11.74029,1240,16.6052041522491,1304.99520415224
314,2/11/2019,QTN-0000021989-1,1,30020028,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT60,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.16,525,MT,USD,1000,981.54426,1040,-58.45574,1040,16.3463009523809,999.99630095238
315,2/7/2018,QTN-0000015398-1,1,30013634,QUOTATION,"PREMIUM PLAST CO., LTD",8010001205,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30SBLC,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,00:00.0,31.2206,22,MT,USD,1230,1283.85651,1255,28.8565100000001,1270,45,1325
316,2/7/2018,QTN-0000015399-1,1,30013637,QUOTATION,"INTERCORDIA CO., LTD",8010000926,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT45SBLC,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,00:00.0,31.1797,330,MT,USD,1230,1277.16284,1255,22.16284,1270,40,1315
317,12/15/2017,QTN-0000014289-1,1,30012794,QUOTATION,MERIT INDUSTRIES SDN BHD,8010001060,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYPR16 KAMUNTING,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.15,110,MT,USD,1210,1262.88616,1216.25,46.63616,1230,23.1845181818181,1289.00451818181
318,1/9/2018,QTN-0000014791-1,1,30013216,QUOTATION,IMPACT RANK (M) SDN BHD,8010000909,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,00:00.0,4.06,22,MT,MYR,4953.19993,5173.34731,5105.44993,67.8973800000003,5034.3999090909,94.2342727272727,5300.00418181818
319,1/9/2018,QTN-0000014668-1,1,30013238,QUOTATION,WESCO CHINA LIMITED,8010004900,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,4.06,255,MT,USD,1140,1172.01945,1185,-12.98055,1240,60,1170
320,9/11/2017,QTN-0000012598-1,1,30011381,QUOTATION,ZHEJIANG FUTURE PETROCHEMICAL,8010001559,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,China,CNHUA HUANGPUSUIGANG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.29,238,MT,USD,1210,1210.80391,1175,35.8039100000001,1270,18.3818487394957,1214.9981512605
321,12/28/2017,QTN-0000014373-1,1,30012934,QUOTATION,"AXIANTA TRADING CO., LTD.",8010005530,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,4.15,104,MT,USD,1200,1247.17479,1273.75,-26.57521,1240,15,1260
322,9/18/2017,QTN-0000012673-1,1,30011445,QUOTATION,MEGASTRIKE INTERNATIONAL,8010001056,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZCBD,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.29,50,MT,USD,1270,1279.28699,1236.25,43.0369900000001,1270,55,1325
323,7/13/2017,QTN-0000011673-1,1,30010614,QUOTATION,MEGASTRIKE INTERNATIONAL,8010001056,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZCBD,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.25,510,MT,USD,1220,1192.12301,1221,-28.87699,1220,40,1230
324,1/16/2019,QTN-0000021786-1,1,30019592,QUOTATION,RIM 21 CORP.,8010001291,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.16,122.5,MT,USD,1000,1051.81233,1040,11.81233,1040,0,1050
325,1/8/2019,QTN-0000021569-1,1,30019398,QUOTATION,"PROPLUS SOURCING CO., LTD.",8010001214,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT03,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,32.4056,255,MT,USD,1000,1096.6065,1040,56.6065000000001,1040,5,1095
326,3/20/2018,QTN-0000016244-2,2,30014229,QUOTATION,WIN LOONG SDN BHD,8010001544,Distributor / Trader,Mfg-Petroleum Prod,HD5201AA,72000539,ZM30,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,44,MT,USD,1370,1497.71839,1401.25,96.46839,1360,50,1521
327,2/8/2019,QTN-0000022416-1,1,30019971,QUOTATION,"PROPLUS SOURCING CO., LTD.",8010001214,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT03,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,31.3155,425,MT,USD,1000,1106.62117,1040,66.6211699999999,1040,5,1105
328,2/7/2019,QTN-0000022409-1,2,30019917,QUOTATION,"PREMIUM PLAST CO., LTD",8010001205,Distributor / Trader,Mfg-Petroleum Prod,M022X,72000628,TT30SBLC,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,31.576,17,MT,USD,1040,1104.04637,1040,64.04637,1040,45,1105
329,8/9/2017,QTN-0000012071-2,1,30010967,QUOTATION,MURABLACK VYAPAAR PVT. LTD.,8010006507,Distributor / Trader,Trading,C150Y,72000448,LC00,CFR,India,INNSA NHAVA SHEVA,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,4.29,85,MT,USD,1210,1150,1200,-50,1210,40,1190
330,4/4/2018,QTN-0000016443-1,1,30014456,QUOTATION,RIM 21 CORP.,8010001291,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,3.9,208,MT,USD,1230,1282.23521,1285,-2.76478999999995,1270,15,1295
331,6/2/2017,QTN-0000011093-1,5,30009871,QUOTATION,ZHEJIANG FUTURE PETROCHEMICAL,8010001559,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,Taiwan,TWTXG TAICHUNG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.4,238,MT,USD,1140,1172.88269,1275,-102.11731,1260,63.4724663865546,1191.99753361344
332,8/10/2017,QTN-0000012312-1,1,30011043,QUOTATION,WESCO CHINA LIMITED,8010004900,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,4.29,289,MT,USD,1080,1187.07123,1120,67.07123,1210,75,1200
333,8/10/2017,QTN-0000012312-1,4,30011046,QUOTATION,WESCO CHINA LIMITED,8010004900,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,Taiwan,KAOHSIUNG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,4.29,24.75,MT,USD,1080,1214.11438,1200,14.11438,1210,70,1225
334,6/8/2018,QTN-0000017686-1,1,30015544,QUOTATION,SAGREX CORPORATION,8010004688,End Customer,Mfg-Petroleum Prod,C150Y,72000448,LC00,CFR,Philippines,PHDVO DAVAO,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,3.97,26,MT,USD,1200,1327,1255.625,71.375,1240,15,1335
335,7/19/2017,QTN-0000011915-1,1,30010688,QUOTATION,KAMMA KLANG ENTERPRISE SDN BHD,8010000960,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZCBD,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.25,22,MT,USD,1110,1124.98148,1100,24.9814799999999,1130,20,1148
336,10/3/2017,QTN-0000013068-1,1,30011624,QUOTATION,HATYAI RUNG ROJ PLASTIC LTD. PART,8010000877,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZB05,DDP,Thailand,THAYU AYUTHAYA,THHDY HAT YAI,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M059,00:00.0,,32.9194,88,MT,USD,1250,1331.76702,1280,51.76702,1290,35,1365
337,10/3/2017,QTN-0000013076-1,1,30011646,QUOTATION,DNTN-TM HAI THONG,8010000760,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC00,CFR,Vietnam,VNSGN HO CHI MINH,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.2,51,MT,USD,1250,1300,1280,20,1290,0,1300
338,12/7/2018,QTN-0000020859-1,1,30018854,QUOTATION,BETAFOAM CORPORATION,8010000645,End Customer,Mfg-Petroleum Prod,C150Y,72000448,LC00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.19,78,MT,USD,990,1126,1102,24,1030,15,1130
339,3/6/2018,QTN-0000015929-1,1,30013948,QUOTATION,KLANG HOCK PLASTIC INDUSTRIES,8010000979,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,517.5,MT,USD,1285,1263.87562,1265,-1.12437999999997,1305,23.3786995169082,1289.9986995169
340,1/3/2018,QTN-0000014615-1,5,30013057,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,LL0209SA,72000608,ZB60,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.06,900,MT,USD,1250,1295.44731,1255,40.44731,1260,31.6440409090909,1320.00404090909
341,2/22/2019,QTN-0000022790-1,7,30020234,QUOTATION,COMMERCIAL PLASTIC INDUSTRIES,8010000729,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.11,220,MT,USD,1020,1044.92376,1040,4.9237599999999,1040,22.6926045454545,1070.00260454545
342,1/5/2018,QTN-0000014691-1,2,30013136,QUOTATION,SUMIKENG (M) SDN BHD,8010001403,Distributor / Trader,Mfg-Petroleum Prod,HD5201AA,72000539,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYPG04 PRAI,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.06,66,MT,USD,1270,1293.73438,1255,38.7343800000001,1260,53.3398636363636,1319.99986363636
343,3/9/2018,QTN-0000016110-1,1,30014111,QUOTATION,BP PLASTICS SDN BHD,8010000663,End Customer,Mfg-Petroleum Prod,N109X,72000660,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH13 BATU PAHAT,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,00:00.0,3.9,22,MT,MYR,4875.00012,5045.47569,5011.50012,33.9755700000005,4953.00013636363,90.8235454545454,5167.50363636363
344,6/1/2017,QTN-0000011125-1,1,30009875,QUOTATION,ITOCHU PLASTICS PTE.LTD,8010000938,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT07SBLC,FOB,India,INDIA,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.4,402.5,MT,USD,1220,1262.17479,1271.25,-9.07520999999997,1260,0,1260
345,7/10/2017,QTN-0000011803-1,1,30010536,QUOTATION,EURO SME SDN. BHD.,8010000794,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZCBD,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.25,88,MT,USD,1110,1100.94005,1100,0.940049999999928,1130,20,1124
346,7/18/2017,QTN-0000011681-1,1,30010673,QUOTATION,MURABLACK VYAPAAR PVT. LTD.,8010006507,Distributor / Trader,Trading,C150Y,72000448,LC00,CFR,India,INCCU KOLKATA,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,4.25,68,MT,USD,1220,1170,1221,-51,1220,40,1210
347,7/18/2017,QTN-0000011680-1,1,30010676,QUOTATION,MURABLACK VYAPAAR PVT. LTD.,8010006507,Distributor / Trader,Trading,C150Y,72000448,LC00,CFR,India,INCCU KOLKATA,,MARINE PACK,EXPORT,,M059,00:00.0,,4.25,51,MT,USD,1220,1170,1221,-51,1220,40,1210
348,11/8/2017,QTN-0000013575-1,2,30012272,QUOTATION,ZHEJIANG FUTURE PETROCHEMICAL,8010001559,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,Taiwan,TWTXG TAICHUNG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.22,238,MT,USD,1250,1237.6607,1288.75,-51.0893000000001,1290,16.6699327731092,1256.9999327731
349,7/27/2017,QTN-0000011966-1,1,30010786,QUOTATION,ZHEJIANG FUTURE PETROCHEMICAL,8010001559,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,China,CNSHA SHANGHAI,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.25,272,MT,USD,1100,1109.40277,1118,-8.59723000000008,1220,78.5242463235294,1113.24575367647
350,7/27/2017,QTN-0000011966-1,3,30010784,QUOTATION,ZHEJIANG FUTURE PETROCHEMICAL,8010001559,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,China,CNYTN YANTIAN,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.25,170,MT,USD,1100,1114.38551,1118,-3.61448999999993,1220,78.5242470588235,1118.24575294117
351,7/17/2018,QTN-0000018350-1,1,30016195,QUOTATION,MC INDUSTRIAL CHEMICAL COMPANY,8010004933,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,32.7532,136,MT,USD,1180,1278.89534,1261.5,17.39534,1220,5,1280
352,2/8/2019,QTN-0000022418-1,1,30019948,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.11,1100,MT,USD,1040,1054.87806,1086.25,-31.37194,1060,22.7443836363636,1080.00438363636
353,2/8/2019,QTN-0000022473-1,5,30020003,QUOTATION,SUMIKENG (M) SDN BHD,8010001403,Distributor / Trader,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYPG04 PRAI,MYPG04 PRAI,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.11,247.5,MT,USD,1040,1025.02046,1031.25,-6.22954000000004,1060,22.7443838383838,1050.00438383838
354,1/10/2019,QTN-0000021597-1,1,30019449,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,LL0209SA,72000608,TT60,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,4.16,1496,MT,USD,1020,1036.36027,1036.66667,-0.306400000000167,1060,16.3721918449197,1055.00219184491
355,2/8/2019,QTN-0000022287-1,1,30019952,QUOTATION,SEACORP SDN. BHD.,8010005293,Distributor / Trader,Trading,C150Y,72000448,ZCBD,CFR,India,INNSA NHAVA SHEVA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,0,17,MT,USD,1040,1061.89863,1040,21.8986299999999,1040,40,1100
356,1/15/2019,QTN-0000021808-1,1,30019576,QUOTATION,LG INTERNATIONAL (S'PORE) PTE. LTD.,8010007287,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,Myanmar,MMRGN YANGON,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.16,34,MT,USD,1000,1121.93315,1040,81.9331500000001,1040,0,1120
357,1/15/2019,QTN-0000021792-1,1,30019574,QUOTATION,"PRIME POLYMER CO., LTD",8010007117,Distributor / Trader,Trading,C150Y,72000448,ZB05,DDP,Thailand,THAYU AYUTHAYA,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,,31.7792,110,MT,USD,1000,1091.46281,1040,51.46281,1040,45,1130
358,7/12/2017,QTN-0000011800-1,1,30010584,QUOTATION,DURA-MINE SDN BHD.,8010000770,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZB30,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.25,44,MT,USD,1110,1122.00926,1100,22.00926,1130,20,1148
359,9/5/2018,QTN-0000019257-1,1,30016983,QUOTATION,EURO PLAS-PACK INDUSTRIES,8010000793,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.1,13.75,MT,USD,1150,1261.98228,1197.5,64.48228,1190,3.08094545454545,1268.00094545454
360,2/8/2019,QTN-0000022443-1,1,30019945,QUOTATION,STENTA FILMS (M) SDN BHD,8010001396,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZB30,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,,4.11,45,MT,USD,1040,1044.08089,1031.25,12.83089,1060,20,1065
361,2/8/2018,QTN-0000015433-1,1,30013679,QUOTATION,OLEFIN CHEMICALS MARKETING INC.,8010001125,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,3.85,455,MT,USD,1230,1287.21795,1255,32.21795,1270,0,1285
362,11/6/2017,QTN-0000013693-1,1,30012165,QUOTATION,COLOR PIGMENT (M) SDN. BHD.,8010006278,End Customer,Mfg-Others,HD5301AA,72000544,ZCBD,DAP,Malaysia,MYKD01 ALOR SETAR,MYMK01 MELAKA,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,,4.22,22,MT,USD,1220,1245.1886,1207.5,37.6886,1240,20,1268
363,1/11/2018,QTN-0000014667-1,2,30013288,QUOTATION,PT. PANVERTA CAKRAKENCANA,8010001255,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZCBD,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.06,17,MT,USD,1200,1282.23521,1257.5,24.7352100000001,1240,15,1295
364,3/2/2018,QTN-0000015709-1,1,30013901,QUOTATION,PT. GUNUNG SUKSES MAKMUR ETERNAL,8010005866,End Customer,Mfg-Chemical Product,LL3840UA,72000617,LC30,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,,3.85,210,MT,USD,1230,1386.28962,1216.25,170.03962,1240,45,1402.5
365,3/6/2018,QTN-0000015905-1,4,30013963,QUOTATION,SUMIKENG (M) SDN BHD,8010001403,Distributor / Trader,Mfg-Petroleum Prod,LL3840UA,72000617,ZM60,DAP,Malaysia,MYPG04 PRAI,MYPG04 PRAI,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,132,MT,USD,1315,1405.69692,1265,140.69692,1305,53.4563712121212,1432.49637121212
366,4/2/2018,QTN-0000016498-1,2,30014417,QUOTATION,"DISCOVERING PETROCHEMICAL CO., LTD.",8010006692,Distributor / Trader,Trading,C150Y,72000448,LC60,CFR,China,CNYTN YANTIAN,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,0,102,MT,USD,1100,1230.73248,1180,50.7324799999999,1260,-118.524245098039,1234.99575490196
367,6/11/2018,QTN-0000017762-1,1,30015568,QUOTATION,SERIN ENTERPRISES LIMITED,8010001347,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,China,CNYTN YANTIAN,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,3.97,17,MT,USD,1100,1222.10575,1185.625,36.4807499999999,1240,-100,1220
368,1/14/2019,QTN-0000021779-1,1,30019551,QUOTATION,"PROPLUS SOURCING CO., LTD.",8010001214,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT03,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,31.7792,102,MT,USD,1000,1101.61384,1040,61.61384,1040,5,1100
369,9/12/2017,QTN-0000012612-2,4,30011361,QUOTATION,ZHEJIANG FUTURE PETROCHEMICAL,8010001559,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.29,425,MT,USD,1210,1210.75213,1175,35.7521300000001,1270,3.3818494117647,1229.99815058823
370,8/7/2017,QTN-0000012245-1,1,30010938,QUOTATION,MC INDUSTRIAL CHEMICAL COMPANY,8010004933,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,33.2792,255,MT,USD,1170,1248.92123,1200,48.9212299999999,1210,5,1250
371,8/10/2017,QTN-0000012330-1,5,30011053,QUOTATION,ZHEJIANG FUTURE PETROCHEMICAL,8010001559,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,China,CNYTN YANTIAN,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.29,49.5,MT,USD,1080,1211.78835,1120,91.78835,1210,68.5501414141414,1219.99985858585
372,12/14/2018,QTN-0000020868-1,1,30018981,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZM45,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.19,408,MT,USD,1030,1056.20608,1102,-45.7939200000001,1030,41.3333553921568,1100.00335539215
373,2/8/2019,QTN-0000022445-1,1,30019983,QUOTATION,OLEFIN CHEMICALS MARKETING INC.,8010001125,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.11,420,MT,USD,1000,1061.82959,1040,21.8295900000001,1040,0,1060
